492_304_592_404_542_354.png,1
1630_1552_1730_1652_1680_1602.png,0
1266_776_1366_876_1316_826.png,1
176_1159_276_1259_226_1209.png,1
296_814_396_914_346_864.png,1
438_1287_538_1387_488_1337.png,1
436_916_536_1016_486_966.png,0
2290_1817_2390_1917_2340_1867.png,0
1066_456_1166_556_1116_506.png,0
1812_1672_1912_1772_1862_1722.png,1
1643_1251_1743_1351_1693_1301.png,0
1612_505_1712_605_1662_555.png,0
2083_349_2183_449_2133_399.png,1
1486_1848_1586_1920_1536_1884.png,0
2136_1568_2236_1668_2186_1618.png,0
424_346_524_446_474_396.png,1
621_464_721_564_671_514.png,1
1688_104_1788_204_1738_154.png,1
642_825_742_925_692_875.png,0
1124_1240_1224_1340_1174_1290.png,1
1138_504_1238_604_1188_554.png,1
89_1808_189_1908_139_1858.png,1
54_909_154_1009_104_959.png,1
2208_1770_2308_1870_2258_1820.png,0
1464_0_1564_85_1514_42.png,1
1370_378_1470_478_1420_428.png,0
1254_1020_1354_1120_1304_1070.png,0
329_1860_429_1920_379_1890.png,0
942_1675_1042_1775_992_1725.png,1
2229_802_2329_902_2279_852.png,0
210_164_310_264_260_214.png,0
2170_90_2270_190_2220_140.png,1
390_0_490_87_440_43.png,1
111_1198_211_1298_161_1248.png,1
798_94_898_194_848_144.png,1
660_620_760_720_710_670.png,1
401_600_501_700_451_650.png,1
2183_1416_2283_1516_2233_1466.png,1
388_1172_488_1272_438_1222.png,0
1442_192_1542_292_1492_242.png,0
608_1765_708_1865_658_1815.png,1
100_1650_200_1750_150_1700.png,1
598_959_698_1059_648_1009.png,1
396_994_496_1094_446_1044.png,1
374_36_474_136_424_86.png,1
1350_487_1450_587_1400_537.png,1
1620_768_1720_868_1670_818.png,0
582_1302_682_1402_632_1352.png,1
1600_1422_1700_1522_1650_1472.png,1
1198_468_1298_568_1248_518.png,1
288_726_388_826_338_776.png,1
974_1258_1074_1358_1024_1308.png,0
0_1062_97_1162_48_1112.png,1
1056_14_1156_114_1106_64.png,0
714_772_814_872_764_822.png,0
1236_150_1336_250_1286_200.png,1
277_276_377_376_327_326.png,1
1138_77_1238_177_1188_127.png,0
2372_1638_2472_1738_2422_1688.png,0
1452_312_1552_412_1502_362.png,1
930_608_1030_708_980_658.png,1
833_1318_933_1418_883_1368.png,0
852_776_952_876_902_826.png,1
1296_1606_1396_1706_1346_1656.png,1
789_547_889_647_839_597.png,1
358_934_458_1034_408_984.png,1
2495_1411_2560_1511_2527_1461.png,0
34_1266_134_1366_84_1316.png,1
1885_1602_1985_1702_1935_1652.png,1
397_884_497_984_447_934.png,1
1446_1080_1546_1180_1496_1130.png,1
2252_1706_2352_1806_2302_1756.png,0
2165_163_2265_263_2215_213.png,0
1411_643_1511_743_1461_693.png,1
150_1764_250_1864_200_1814.png,0
900_692_1000_792_950_742.png,1
2406_1168_2506_1268_2456_1218.png,0
2084_1162_2184_1262_2134_1212.png,0
462_1620_562_1720_512_1670.png,0
2376_1007_2476_1107_2426_1057.png,0
1142_220_1242_320_1192_270.png,1
238_1480_338_1580_288_1530.png,1
994_158_1094_258_1044_208.png,0
2432_1006_2532_1106_2482_1056.png,0
1132_1532_1232_1632_1182_1582.png,0
1848_1018_1948_1118_1898_1068.png,1
2407_1584_2507_1684_2457_1634.png,0
541_378_641_478_591_428.png,1
1252_223_1352_323_1302_273.png,1
1166_710_1266_810_1216_760.png,0
860_1253_960_1353_910_1303.png,1
976_524_1076_624_1026_574.png,1
326_1244_426_1344_376_1294.png,0
363_966_463_1066_413_1016.png,1
418_1600_518_1700_468_1650.png,0
955_1730_1055_1830_1005_1780.png,1
1178_1134_1278_1234_1228_1184.png,1
1457_1564_1557_1664_1507_1614.png,1
96_0_196_64_146_32.png,0
1137_580_1237_680_1187_630.png,0
515_921_615_1021_565_971.png,0
1402_502_1502_602_1452_552.png,0
1884_429_1984_529_1934_479.png,1
2465_944_2560_1044_2512_994.png,0
534_628_634_728_584_678.png,1
1024_1094_1124_1194_1074_1144.png,1
1656_1048_1756_1148_1706_1098.png,0
853_1779_953_1879_903_1829.png,1
46_294_146_394_96_344.png,1
1732_543_1832_643_1782_593.png,0
670_1131_770_1231_720_1181.png,1
0_721_75_821_37_771.png,1
894_890_994_990_944_940.png,1
1353_1812_1453_1912_1403_1862.png,1
254_6_354_106_304_56.png,0
2279_1381_2379_1481_2329_1431.png,1
932_838_1032_938_982_888.png,1
91_95_191_195_141_145.png,1
5_86_105_186_55_136.png,1
489_352_589_452_539_402.png,1
0_947_82_1047_41_997.png,1
1236_1590_1336_1690_1286_1640.png,1
626_74_726_174_676_124.png,1
1784_1856_1884_1920_1834_1888.png,0
324_421_424_521_374_471.png,1
570_1620_670_1720_620_1670.png,1
1000_471_1100_571_1050_521.png,1
1634_1313_1734_1413_1684_1363.png,1
1802_1489_1902_1589_1852_1539.png,1
2484_1788_2560_1888_2522_1838.png,0
1282_1075_1382_1175_1332_1125.png,1
